PORTUGUESE SYLLABIFIED WORD LIST - COMPLETE (CAO FIXED)
Generated by Portuguese Syllabification Algorithm
Fixed: 'qu' words and 'cao' words now properly syllabified
============================================================
Format: ORIGINAL_WORD    syllabified-word
SENTIR               sen-tir
SENZALA              sen-za-la
SEPALA               se-pa-la
SEPARACAO            se-pa-ra-CAO
SEPARADO             se-pa-ra-do
SEPARAR              se-pa-rar
SEPARATISMO          se-pa-ra-tis-mo
SEPARATISTA          se-pa-ra-tis-ta
SEPARAVEL            se-pa-ra-vel
SEPIA                se-pi-a
SEPTO                sep-to
SEPTUAGESIMO         sep-tu-a-ge-si-mo
SEPULCRAL            se-pul-cral
SEPULCRO             se-pul-cro
SEPULTAMENTO         se-pul-ta-men-to
SEPULTAR             se-pul-tar
SEPULTURA            se-pul-tu-ra
SEQUAZ               seq-uaz
SEQUELA              seq-ue-la
SEQUENCIA            seq-uen-ci-a
SEQUENCIAL           seq-uen-ci-al
SEQUER               seq-uer
SEQUESTRADO          seq-uest-ra-do
SEQUESTRADOR         seq-uest-ra-dor
SEQUESTRAR           seq-uest-rar
SEQUESTRO            seq-uest-ro
SEQUILHO             seq-ui-lho
SEQUITO              seq-ui-to
SEQUOIA              seq-uoi-a
SER                  ser
SERAFICO             se-ra-fi-co
SERAFIM              se-ra-fim
SERAO                se-ra-o
SEREIA               se-rei-a
SERELEPE             se-re-le-pe
SEREM                se-rem
SERENAR              se-re-nar
SERENATA             se-re-na-ta
SERENIDADE           se-re-ni-da-de
SERENO               se-re-no
SERESTA              se-res-ta
SERESTEIRO           se-res-tei-ro
SERGIPANO            ser-gi-pa-no
SERIADO              se-ri-a-do
SERIAL               se-ri-al
SERIAM               se-ri-am
SERIE                se-ri-e
SERIEDADE            se-ri-e-da-de
SERIGRAFIA           se-ri-gra-fi-a
SERIGRAFICO          se-ri-gra-fi-co
SERIGRAFO            se-ri-gra-fo
SERINGA              se-rin-ga
SERINGAL             se-rin-gal
SERINGUEIRA          se-rin-guei-ra
SERINGUEIRO          se-rin-guei-ro
SERIO                se-ri-o
SERMAO               ser-ma-o
SEROLOGIA            se-ro-lo-gi-a
SEROLOGICO           se-ro-lo-gi-co
SEROLOGISTA          se-ro-lo-gis-ta
SERPEAR              ser-pe-ar
SERPENTARIO          ser-pen-ta-ri-o
SERPENTE             ser-pen-te
SERPENTINA           ser-pen-ti-na
SERRA                ser-ra
SERRADO              ser-ra-do
SERRALHEIRO          ser-ra-lhei-ro
SERRALHO             ser-ra-lho
SERRANO              ser-ra-no
SERRAR               ser-rar
SERRARIA             ser-ra-ri-a
SERROTE              ser-ro-te
SERTANEJO            ser-ta-ne-jo
SERTAO               ser-ta-o
SERVA                ser-va
SERVE                ser-ve
SERVENTE             ser-ven-te
SERVENTIA            ser-ven-ti-a
SERVICAIS            ser-vi-cais
SERVICAL             ser-vi-cal
SERVICO              ser-vi-co
SERVICOS             ser-vi-cos
SERVIDAO             ser-vi-da-o
SERVIDO              ser-vi-do
SERVIDOR             ser-vi-dor
SERVIL               ser-vil
SERVIO               ser-vi-o
SERVIR               ser-vir
SERVO                ser-vo
SESAMO               se-sa-mo
SESMARIA             ses-ma-ri-a
SESQUICENTENARIO     ses-qui-cen-te-na-ri-o
SESSAO               ses-sa-o
SESSENTA             ses-sen-ta
SESTA                ses-ta
SESTERCIO            ses-ter-ci-o
SET                  set
SETA                 se-ta
SETE                 se-te
SETECENTISMO         se-te-cen-tis-mo
SETECENTISTA         se-te-cen-tis-ta
SETECENTOS           se-te-cen-tos
SETEMBRO             se-tem-bro
SETENTA              se-ten-ta
SETENTRIONAL         se-ten-tri-o-nal
SETIMA               se-ti-ma
SETIMO               se-ti-mo
SETINGENTESIMO       se-tin-gen-te-si-mo
SETOR                se-tor
SETORIAL             se-to-ri-al
SETUAGENARIO         se-tu-a-ge-na-ri-o
SETUAGESIMO          se-tu-a-ge-si-mo
SETUPLO              se-tu-plo
SEU                  seu
SEUS                 seus
SEVERIDADE           se-ve-ri-da-de
SEVERO               se-ve-ro
SEVICIA              se-vi-ci-a
SEVICIAR             se-vi-ci-ar
SEXAGENARIO          se-xa-ge-na-ri-o
SEXAGESIMAL          se-xa-ge-si-mal
SEXAGESIMO           se-xa-ge-si-mo
SEXO                 se-xo
SEXOLOGIA            se-xo-lo-gi-a
SEXOLOGICO           se-xo-lo-gi-co
SEXOLOGISTA          se-xo-lo-gis-ta
SEXOLOGO             se-xo-lo-go
SEXTA                sex-ta
SEXTAVADO            sex-ta-va-do
SEXTETO              sex-te-to
SEXTILHAO            sex-ti-lha-o
SEXTO                sex-to
SEXTUPLO             sex-tu-plo
SEXTUPLOS            sex-tu-plos
SEXUADO              se-xu-a-do
SEXUAIS              se-xu-ais
SEXUAL               se-xu-al
SEXUALIDADE          se-xu-a-li-da-de
SEXY                 sexy
SEZONISMO            se-zo-nis-mo
SH                   sh
SHAKESPEARIANO       sha-kes-pe-a-ri-a-no
SHALOM               sha-lom
SHEIK                sheik
SHEVAT               she-vat
SHOPPING             shop-pin-g
SHORT                short
SHOW                 show
SHOWROOM             show-ro-om
SI                   si
SIAMES               si-a-mes
SIBARITA             si-ba-ri-ta
SIBERIANO            si-be-ri-a-no
SIBILANTE            si-bi-lan-te
SICILIANO            si-ci-li-a-no
SICRANO              si-cra-no
SIDA                 si-da
SIDERAL              si-de-ral
SIDERURGIA           si-de-rur-gi-a
SIDERURGICA          si-de-rur-gi-ca
SIDERURGICO          si-de-rur-gi-co
SIDRA                si-dra
SIFAO                si-fa-o
SIFILIS              si-fi-lis
SIFILITICO           si-fi-li-ti-co
SIGILO               si-gi-lo
SIGILOSO             si-gi-lo-so
SIGLA                si-gla
SIGLAS               si-glas
SIGMA                sig-ma
SIGNATARIO           sig-na-ta-ri-o
SIGNIFICA            sig-ni-fi-ca
SIGNIFICACAO         sig-ni-fi-ca-CAO
SIGNIFICADO          sig-ni-fi-ca-do
SIGNIFICANCIA        sig-ni-fi-can-ci-a
SIGNIFICANTE         sig-ni-fi-can-te
SIGNIFICAR           sig-ni-fi-car
SIGNIFICATIVO        sig-ni-fi-ca-ti-vo
SIGNO                sig-no
SIGNOS               sig-nos
SILABA               si-la-ba
SILABACAO            si-la-ba-CAO
SILABAR              si-la-bar
SILABARIO            si-la-ba-ri-o
SILABICO             si-la-bi-co
SILENCIADOR          si-len-ci-a-dor
SILENCIAR            si-len-ci-ar
SILENCIO             si-len-ci-o
SILENCIOSO           si-len-ci-o-so
SILEPSE              si-lep-se
SILESIANO            si-le-si-a-no
SILEX                si-lex
SILFIDE              sil-fi-de
SILFO                sil-fo
SILHUETA             si-lhu-e-ta
SILICA               si-li-ca
SILICATO             si-li-ca-to
SILICIO              si-li-ci-o
SILICONE             si-li-co-ne
SILO                 si-lo
SILOGISMO            si-lo-gis-mo
SILVESTRE            sil-vest-re
SILVICOLA            sil-vi-co-la
SILVO                sil-vo
SIM                  sim
SIMBIONTE            sim-bi-on-te
SIMBIONTICO          sim-bi-on-ti-co
SIMBIOSE             sim-bi-o-se
SIMBOLICA            sim-bo-li-ca
SIMBOLICO            sim-bo-li-co
SIMBOLISMO           sim-bo-lis-mo
SIMBOLISTA           sim-bo-lis-ta
SIMBOLIZAR           sim-bo-li-zar
SIMBOLO              sim-bo-lo
SIMBOLOGIA           sim-bo-lo-gi-a
SIMETRIA             si-me-tri-a
SIMETRICO            si-me-tri-co
SIMIESCO             si-mi-es-co
SIMILAR              si-mi-lar
SIMILARIDADE         si-mi-la-ri-da-de
SIMILITUDE           si-mi-li-tu-de
SIMIO                si-mi-o
SIMONIA              si-mo-ni-a
SIMPATIA             sim-pa-ti-a
SIMPATICO            sim-pa-ti-co
SIMPATIZANTE         sim-pa-ti-zan-te
SIMPATIZAR           sim-pa-ti-zar
SIMPLES              sim-ples
SIMPLICIDADE         sim-pli-ci-da-de
SIMPLIFICACAO        sim-pli-fi-ca-CAO
SIMPLIFICAR          sim-pli-fi-car
SIMPLISTA            sim-plis-ta
SIMPLORIO            sim-plo-ri-o
SIMPOSIO             sim-po-si-o
SIMULACAO            si-mu-la-CAO
SIMULACRO            si-mu-la-cro
SIMULADO             si-mu-la-do
SIMULADOR            si-mu-la-dor
SIMULAR              si-mu-lar
SIMULTANEA           si-mul-ta-ne-a
SIMULTANEIDADE       si-mul-ta-nei-da-de
SIMULTANEO           si-mul-ta-ne-o
SINA                 si-na
SINAGOGA             si-na-go-ga
SINAIS               si-nais
SINAL                si-nal
SINALIZACAO          si-na-li-za-CAO
SINALIZAR            si-na-li-zar
SINAPSE              si-nap-se
SINAPTICO            si-nap-ti-co
SINCERIDADE          sin-ce-ri-da-de
SINCERO              sin-ce-ro
SINCOPADO            sin-co-pa-do
SINCOPAR             sin-co-par
SINCOPE              sin-co-pe
SINCRETISMO          sin-cre-tis-mo
SINCRONIA            sin-cro-ni-a
SINCRONICO           sin-cro-ni-co
SINCRONIZACAO        sin-cro-ni-za-CAO
SINCRONIZADO         sin-cro-ni-za-do
SINCRONIZAR          sin-cro-ni-zar
SINCRONO             sin-cro-no
SINDETICO            sin-de-ti-co
SINDICAL             sin-di-cal
SINDICALISMO         sin-di-ca-lis-mo
SINDICALISTA         sin-di-ca-lis-ta
SINDICALIZACAO       sin-di-ca-li-za-CAO
SINDICALIZADO        sin-di-ca-li-za-do
SINDICALIZAR         sin-di-ca-li-zar
SINDICANCIA          sin-di-can-ci-a
SINDICATO            sin-di-ca-to
SINDICATOS           sin-di-ca-tos
SINDICO              sin-di-co
SINDROME             sin-dro-me
SINECURA             si-ne-cu-ra
SINEDOQUE            si-ne-doq-ue
SINERESE             si-ne-re-se
SINERGIA             si-ner-gi-a
SINETA               si-ne-ta
SINETE               si-ne-te
SINFONIA             sin-fo-ni-a
SINFONICA            sin-fo-ni-ca
SINFONICO            sin-fo-ni-co
SINGELEZA            sin-ge-le-za
SINGELO              sin-ge-lo
SINGRAR              sin-grar
SINGULAR             sin-gu-lar
SINGULARIDADE        sin-gu-la-ri-da-de
SINGULARIZAR         sin-gu-la-ri-zar
SINHA                si-nha
SINHAZINHA           si-nha-zi-nha
SINHO                si-nho
SINHOZINHO           si-nho-zi-nho
SINISTRADO           si-nist-ra-do
SINISTRAR            si-nist-rar
SINISTRO             si-nist-ro
SINO                 si-no
SINODO               si-no-do
SINONIMIA            si-no-ni-mi-a
SINONIMO             si-no-ni-mo
SINONIMOS            si-no-ni-mos
SINOPSE              si-nop-se
SINOS                si-nos
SINQUISE             sin-qui-se
SINTAGMA             sin-tag-ma
SINTAGMATICO         sin-tag-ma-ti-co
SINTATICO            sin-ta-ti-co
SINTAXE              sin-ta-xe
SINTECO              sin-te-co
SINTESE              sin-te-se
SINTETICO            sin-te-ti-co
SINTETIZADOR         sin-te-ti-za-dor
SINTETIZAR           sin-te-ti-zar
SINTOMA              sin-to-ma
SINTOMATICO          sin-to-ma-ti-co
SINTOMATOLOGIA       sin-to-ma-to-lo-gi-a
SINTOMATOLOGICO      sin-to-ma-to-lo-gi-co
SINTONIA             sin-to-ni-a
SINTONIZAR           sin-to-ni-zar
SINUCA               si-nu-ca
SINUOSA              si-nu-o-sa
SINUOSO              si-nu-o-so
SINUSITE             si-nu-si-te
SIONISMO             si-o-nis-mo
SIONISTA             si-o-nis-ta
SIR                  sir
SIRENE               si-re-ne
SIRI                 si-ri
SIRIGAITA            si-ri-gai-ta
SIRIO                si-ri-o
SISAL                si-sal
SISMICAS             sis-mi-cas
SISMICO              sis-mi-co
SISMO                sis-mo
SISMOGRAFIA          sis-mo-gra-fi-a
SISMOGRAFICO         sis-mo-gra-fi-co
SISMOGRAFO           sis-mo-gra-fo
SISMOLOGIA           sis-mo-lo-gi-a
SISMOLOGICO          sis-mo-lo-gi-co
SISMOLOGO            sis-mo-lo-go
SISO                 si-so
SISTEMA              sis-te-ma
SISTEMAS             sis-te-mas
SISTEMATICO          sis-te-ma-ti-co
SISTEMATIZACAO       sis-te-ma-ti-za-CAO
SISTEMATIZAR         sis-te-ma-ti-zar
SISTOLE              sis-to-le
SISTOLICO            sis-to-li-co
SISUDO               si-su-do
SITCOM               sit-com
SITEMA               si-te-ma
SITIADO              si-ti-a-do
SITIANTE             si-ti-an-te
SITIAR               si-ti-ar
SITIO                si-ti-o
SITUACAO             si-tu-a-CAO
SITUACIONISMO        si-tu-a-ci-o-nis-mo
SITUACIONISTA        si-tu-a-ci-o-nis-ta
SITUAR               si-tu-ar
SIVAN                si-van
SLIDE                sli-de
SLOGAN               slo-gan
SO                   so
SOADO                so-a-do
SOALHO               so-a-lho
SOANTE               so-an-te
SOAR                 so-ar
SOB                  sob
SOBEJAR              so-be-jar
SOBERANIA            so-be-ra-ni-a
SOBERANO             so-be-ra-no
SOBERBA              so-ber-ba
SOBERBO              so-ber-bo
SOBRA                so-bra
SOBRADO              so-bra-do
SOBRANCELHA          so-bran-ce-lha
SOBRAR               so-brar
SOBRAS               so-bras
SOBRE                so-bre
SOBREAVISO           so-bre-a-vi-so
SOBRECAPA            so-bre-ca-pa
SOBRECARGA           so-bre-car-ga
SOBRECARREGAR        so-bre-car-re-gar
SOBRECASACA          so-bre-ca-sa-ca
SOBRECOMUM           so-bre-co-mum
SOBREJETORA          so-bre-je-to-ra
SOBRELOJA            so-bre-lo-ja
SOBREMANEIRA         so-bre-ma-nei-ra
SOBREMESA            so-bre-me-sa
SOBRENATURAL         so-bre-na-tu-ral
SOBRENOME            so-bre-no-me
SOBREPOR             so-bre-por
SOBREPOSICAO         so-bre-po-si-CAO
SOBREPUJAR           so-bre-pu-jar
SOBRESSAI            so-bres-sai
SOBRESSAIA           so-bres-sai-a
SOBRESSAIR           so-bres-sair
SOBRESSALENTE        so-bres-sa-len-te
SOBRESSALTAR         so-bres-sal-tar
SOBRESSALTO          so-bres-sal-to
SOBRETAXA            so-bre-ta-xa
SOBRETUDO            so-bre-tu-do
SOBREVIDA            so-bre-vi-da
SOBREVIR             so-bre-vir
SOBREVIVENCIA        so-bre-vi-ven-ci-a
SOBREVIVENTE         so-bre-vi-ven-te
SOBREVIVER           so-bre-vi-ver
SOBRIEDADE           so-bri-e-da-de
SOBRINHO             so-bri-nho
SOBRIO               so-bri-o
SOCAR                so-car
SOCIABILIDADE        so-ci-a-bi-li-da-de
SOCIABILIZAR         so-ci-a-bi-li-zar
SOCIAIS              so-ci-ais
SOCIAL               so-ci-al
SOCIALISMO           so-ci-a-lis-mo
SOCIALISTA           so-ci-a-lis-ta
SOCIALITE            so-ci-a-li-te
SOCIALIZACAO         so-ci-a-li-za-CAO
SOCIALIZAR           so-ci-a-li-zar
SOCIAVEL             so-ci-a-vel
SOCIEDADE            so-ci-e-da-de
SOCIETARIO           so-ci-e-ta-ri-o
SOCIO                so-ci-o
SOCIOCULTURAL        so-ci-o-cul-tu-ral
SOCIOECONOMICO       so-ci-o-e-co-no-mi-co
SOCIOLINGUISTICA     so-ci-o-lin-guis-ti-ca
SOCIOLINGUISTICO     so-ci-o-lin-guis-ti-co
SOCIOLOGIA           so-ci-o-lo-gi-a
SOCIOLOGICO          so-ci-o-lo-gi-co
SOCIOLOGO            so-ci-o-lo-go
SOCIOPOLITICO        so-ci-o-po-li-ti-co
SOCO                 so-co
SOCOBRAR             so-co-brar
SOCOBRO              so-co-bro
SOCORRER             so-cor-rer
SOCORRISTA           so-cor-ris-ta
SOCORRO              so-cor-ro
SOCORROS             so-cor-ros
SOCRATICO            so-cra-ti-co
SODA                 so-da
SODIO                so-di-o
SODOMIA              so-do-mi-a
SODOMITA             so-do-mi-ta
SODOMITICO           so-do-mi-ti-co
SODOMIZAR            so-do-mi-zar
SOERGUER             so-er-guer
SOFA                 so-fa
SOFISMA              so-fis-ma
SOFISMAR             so-fis-mar
SOFISMAVEL           so-fis-ma-vel
SOFISTA              so-fis-ta
SOFISTICACAO         so-fis-ti-ca-CAO
SOFISTICADO          so-fis-ti-ca-do
SOFISTICAR           so-fis-ti-car
SOFISTICO            so-fis-ti-co
SOFITO               so-fi-to
SOFOCLIANO           so-fo-cli-a-no
SOFREAR              so-fre-ar
SOFREAVEL            so-fre-a-vel
SOFREDOR             so-fre-dor
SOFREGO              so-fre-go
SOFREGUIDAO          so-freg-ui-da-o
SOFRER               so-frer
SOFRIDO              so-fri-do
SOFRIMENTO           so-fri-men-to
SOFRIVEL             so-fri-vel
SOFTWARE             sof-twa-re
SOGRA                so-gra
SOGRO                so-gro
SOJA                 so-ja
SOL                  sol
SOLA                 so-la
SOLADO               so-la-do
SOLANACEAS           so-la-na-ce-as
SOLAPADO             so-la-pa-do
SOLAPAR              so-la-par
SOLAR                so-lar
SOLARIO              so-la-ri-o
SOLAVANCAR           so-la-van-car
SOLAVANCO            so-la-van-co
SOLDA                sol-da
SOLDADESCA           sol-da-des-ca
SOLDADESCO           sol-da-des-co
SOLDADO              sol-da-do
SOLDADOR             sol-da-dor
SOLDADURA            sol-da-du-ra
SOLDAGEM             sol-da-gem
SOLDAR               sol-dar
SOLDAVEL             sol-da-vel
SOLDO                sol-do
SOLECISMO            so-le-cis-mo
SOLECISTA            so-le-cis-ta
SOLEIRA              so-lei-ra
SOLENE               so-le-ne
SOLENIDADE           so-le-ni-da-de
SOLENOIDE            so-le-noi-de
SOLETRACAO           so-le-tra-CAO
SOLETRAR             so-le-trar
SOLFEJAR             sol-fe-jar
SOLFEJO              sol-fe-jo
SOLICITACAO          so-li-ci-ta-CAO
SOLICITADOR          so-li-ci-ta-dor
SOLICITANTE          so-li-ci-tan-te
SOLICITAR            so-li-ci-tar
SOLICITAVEL          so-li-ci-ta-vel
SOLICITO             so-li-ci-to
SOLICITUDE           so-li-ci-tu-de
SOLIDAO              so-li-da-o
SOLIDARIEDADE        so-li-da-ri-e-da-de
SOLIDARIO            so-li-da-ri-o
SOLIDARIZACAO        so-li-da-ri-za-CAO
SOLIDARIZAR          so-li-da-ri-zar
SOLIDEZ              so-li-dez
SOLIDIFICACAO        so-li-di-fi-ca-CAO
SOLIDIFICAR          so-li-di-fi-car
SOLIDO               so-li-do
SOLILOQUIO           so-li-loq-ui-o
SOLIPSISMO           so-lip-sis-mo
SOLISTA              so-lis-ta
SOLITARIA            so-li-ta-ri-a
SOLITARIO            so-li-ta-ri-o
SOLO                 so-lo
SOLSTICIO            sol-sti-ci-o
SOLTAR               sol-tar
SOLTEIRAO            sol-tei-ra-o
SOLTEIRO             sol-tei-ro
SOLTEIRONA           sol-tei-ro-na
SOLUBILIDADE         so-lu-bi-li-da-de
SOLUCAO              so-lu-CAO
SOLUCAR              so-lu-car
SOLUCIONAR           so-lu-ci-o-nar
SOLUCO               so-lu-co
